Asset name,ASN19578 Hov?ùs Kedjestigen,
Exported on,"12 October 2021, 09:40:51",
Timezone,UTC +2,
,,
Date/Time,"Water level, nap (cm)",Temperature (?¯C)
22-08-2021 00:00,4,18.3
22-08-2021 00:05,4,18.3
22-08-2021 00:10,4,18.2
22-08-2021 00:15,4,18.2
22-08-2021 00:20,4,18.2
22-08-2021 00:25,4,18.1
22-08-2021 00:30,4,18.1
22-08-2021 00:35,4,18.1
22-08-2021 00:40,4,18
22-08-2021 00:45,5,18
22-08-2021 00:50,5,18
22-08-2021 00:55,5,17.9
22-08-2021 01:00,5,17.9
22-08-2021 01:05,5,17.9
22-08-2021 01:10,5,17.9
22-08-2021 01:15,4,17.8
22-08-2021 01:20,4,17.8
22-08-2021 01:25,4,17.8
22-08-2021 01:30,4,17.8
22-08-2021 01:35,4,17.7
22-08-2021 01:40,4,17.7
22-08-2021 01:45,4,17.7
22-08-2021 01:50,4,17.7
22-08-2021 01:55,5,17.7
22-08-2021 02:00,5,17.7
22-08-2021 02:05,5,17.6
22-08-2021 02:10,5,17.6
22-08-2021 02:15,5,17.6
22-08-2021 02:20,5,17.6
22-08-2021 02:25,5,17.6
22-08-2021 02:30,5,17.6
22-08-2021 02:35,5,17.5
22-08-2021 02:40,5,17.5
22-08-2021 02:45,4,17.5
22-08-2021 02:50,4,17.5
22-08-2021 02:55,4,17.5
22-08-2021 03:00,4,17.5
22-08-2021 03:05,4,17.5
22-08-2021 03:10,4,17.5
22-08-2021 03:15,4,17.4
22-08-2021 03:20,4,17.4
22-08-2021 03:25,4,17.4
22-08-2021 03:30,4,17.4
22-08-2021 03:35,4,17.4
22-08-2021 03:40,4,17.4
22-08-2021 03:45,4,17.4
22-08-2021 03:50,4,17.3
22-08-2021 03:55,4,17.3
22-08-2021 04:00,4,17.3
22-08-2021 04:05,4,17.3
22-08-2021 04:10,4,17.3
22-08-2021 04:15,4,17.3
22-08-2021 04:20,4,17.3
22-08-2021 04:25,4,17.3
22-08-2021 04:30,4,17.3
22-08-2021 04:35,4,17.3
22-08-2021 04:40,4,17.3
22-08-2021 04:45,4,17.3
22-08-2021 04:50,4,17.3
22-08-2021 04:55,4,17.2
22-08-2021 05:00,4,17.3
22-08-2021 05:05,4,17.3
22-08-2021 05:10,4,17.3
22-08-2021 05:15,4,17.3
22-08-2021 05:20,4,17.3
22-08-2021 05:25,4,17.2
22-08-2021 05:30,4,17.2
22-08-2021 05:35,4,17.2
22-08-2021 05:40,4,17.2
22-08-2021 05:45,4,17.2
22-08-2021 05:50,4,17.1
22-08-2021 05:55,4,17.1
22-08-2021 06:00,4,17.1
22-08-2021 06:05,4,17.1
22-08-2021 06:10,4,17.1
22-08-2021 06:15,4,17.1
22-08-2021 06:20,4,17
22-08-2021 06:25,4,17
22-08-2021 06:30,4,17.1
22-08-2021 06:35,4,17.1
22-08-2021 06:40,4,17.1
22-08-2021 06:45,4,17.1
22-08-2021 06:50,4,17.1
22-08-2021 06:55,4,17.1
22-08-2021 07:00,4,17.1
22-08-2021 07:05,4,17.1
22-08-2021 07:10,4,17.1
22-08-2021 07:15,4,17.1
22-08-2021 07:20,4,17.2
22-08-2021 07:25,4,17.2
22-08-2021 07:30,4,17.2
22-08-2021 07:35,4,17.2
22-08-2021 07:40,4,17.2
22-08-2021 07:45,4,17.3
22-08-2021 07:50,4,17.3
22-08-2021 07:55,4,17.3
22-08-2021 08:00,4,17.4
22-08-2021 08:05,4,17.4
22-08-2021 08:10,4,17.4
22-08-2021 08:15,4,17.5
22-08-2021 08:20,4,17.5
22-08-2021 08:25,4,17.6
22-08-2021 08:30,4,17.6
22-08-2021 08:35,3,17.7
22-08-2021 08:40,3,17.8
22-08-2021 08:45,3,17.9
22-08-2021 08:50,3,17.9
22-08-2021 08:55,3,18
22-08-2021 09:00,3,18.1
22-08-2021 09:05,3,18.2
22-08-2021 09:10,4,18.3
22-08-2021 09:15,5,18.3
22-08-2021 09:20,4,18.4
22-08-2021 09:25,4,18.5
22-08-2021 09:30,4,18.6
22-08-2021 09:35,4,18.7
22-08-2021 09:40,5,18.7
22-08-2021 09:45,5,18.8
22-08-2021 09:50,5,18.9
22-08-2021 09:55,5,19
22-08-2021 10:00,5,19.1
22-08-2021 10:05,5,19.2
22-08-2021 10:10,5,19.3
22-08-2021 10:15,5,19.4
22-08-2021 10:20,5,19.5
22-08-2021 10:25,5,19.6
22-08-2021 10:30,5,19.7
22-08-2021 10:35,5,19.8
22-08-2021 10:40,5,20
22-08-2021 10:45,5,20.1
22-08-2021 10:50,5,20.2
22-08-2021 10:55,5,20.3
22-08-2021 11:00,5,20.5
22-08-2021 11:05,5,20.6
22-08-2021 11:10,5,20.7
22-08-2021 11:15,5,20.8
22-08-2021 11:20,5,21
22-08-2021 11:25,5,21.1
22-08-2021 11:30,5,21.3
22-08-2021 11:35,5,21.4
22-08-2021 11:40,5,21.5
22-08-2021 11:45,5,21.6
22-08-2021 11:50,5,21.8
22-08-2021 11:55,5,21.8
22-08-2021 12:00,5,21.9
22-08-2021 12:05,5,22
22-08-2021 12:10,5,22
22-08-2021 12:15,5,22
22-08-2021 12:20,5,22.1
22-08-2021 12:25,5,22.1
22-08-2021 12:30,4,22.2
22-08-2021 12:35,5,22.3
22-08-2021 12:40,5,22.4
22-08-2021 12:45,4,22.6
22-08-2021 12:50,4,22.7
22-08-2021 12:55,4,22.8
22-08-2021 13:00,4,23
22-08-2021 13:05,4,23.1
22-08-2021 13:10,4,23.1
22-08-2021 13:15,4,23.3
22-08-2021 13:20,4,23.5
22-08-2021 13:25,4,23.7
22-08-2021 13:30,5,23.8
22-08-2021 13:35,5,23.9
22-08-2021 13:40,5,24
22-08-2021 13:45,4,24.1
22-08-2021 13:50,5,24.1
22-08-2021 13:55,5,24.2
22-08-2021 14:00,5,24.3
22-08-2021 14:05,5,24.3
22-08-2021 14:10,5,24.4
22-08-2021 14:15,5,24.4
22-08-2021 14:20,5,24.5
22-08-2021 14:25,5,24.6
22-08-2021 14:30,5,24.6
22-08-2021 14:35,5,24.6
22-08-2021 14:40,5,24.6
22-08-2021 14:45,5,24.7
22-08-2021 14:50,5,24.7
22-08-2021 14:55,5,24.7
22-08-2021 15:00,5,24.7
22-08-2021 15:05,5,24.7
22-08-2021 15:10,5,24.6
22-08-2021 15:15,5,24.6
22-08-2021 15:20,5,24.5
22-08-2021 15:25,5,24.5
22-08-2021 15:30,5,24.4
22-08-2021 15:35,5,24.3
22-08-2021 15:40,5,24.3
22-08-2021 15:45,5,24.2
22-08-2021 15:50,5,24.1
22-08-2021 15:55,4,24
22-08-2021 16:00,4,23.9
22-08-2021 16:05,4,23.8
22-08-2021 16:10,5,23.7
22-08-2021 16:15,5,23.6
22-08-2021 16:20,5,23.6
22-08-2021 16:25,5,23.5
22-08-2021 16:30,5,23.4
22-08-2021 16:35,5,23.3
22-08-2021 16:40,5,23.3
22-08-2021 16:45,5,23.2
22-08-2021 16:50,5,23.2
22-08-2021 16:55,4,23.1
22-08-2021 17:00,4,23.1
22-08-2021 17:05,4,23.1
22-08-2021 17:10,4,23
22-08-2021 17:15,4,23
22-08-2021 17:20,4,23
22-08-2021 17:25,4,22.9
22-08-2021 17:30,5,22.9
22-08-2021 17:35,5,22.8
22-08-2021 17:40,5,22.8
22-08-2021 17:45,5,22.7
22-08-2021 17:50,5,22.7
22-08-2021 17:55,5,22.6
22-08-2021 18:00,5,22.6
22-08-2021 18:05,5,22.5
22-08-2021 18:10,5,22.5
22-08-2021 18:15,5,22.4
22-08-2021 18:20,5,22.4
22-08-2021 18:25,5,22.3
22-08-2021 18:30,5,22.3
22-08-2021 18:35,5,22.3
22-08-2021 18:40,5,22.2
22-08-2021 18:45,5,22.2
22-08-2021 18:50,5,22.2
22-08-2021 18:55,5,22.1
22-08-2021 19:00,4,22.1
22-08-2021 19:05,4,22.1
22-08-2021 19:10,4,22
22-08-2021 19:15,4,22
22-08-2021 19:20,4,22
22-08-2021 19:25,4,21.9
22-08-2021 19:30,4,21.9
22-08-2021 19:35,4,21.9
22-08-2021 19:40,4,21.8
22-08-2021 19:45,4,21.8
22-08-2021 19:50,4,21.8
22-08-2021 19:55,4,21.7
22-08-2021 20:00,4,21.7
22-08-2021 20:05,4,21.6
22-08-2021 20:10,4,21.5
22-08-2021 20:15,4,21.5
22-08-2021 20:20,4,21.4
22-08-2021 20:25,4,21.4
22-08-2021 20:30,4,21.4
22-08-2021 20:35,4,21.3
22-08-2021 20:40,4,21.3
22-08-2021 20:45,4,21.2
22-08-2021 20:50,4,21.2
22-08-2021 20:55,4,21.1
22-08-2021 21:00,4,21.1
22-08-2021 21:05,4,21
22-08-2021 21:10,4,21
22-08-2021 21:15,4,20.9
22-08-2021 21:20,4,20.9
22-08-2021 21:25,4,20.8
22-08-2021 21:30,4,20.8
22-08-2021 21:35,4,20.7
22-08-2021 21:40,4,20.7
22-08-2021 21:45,4,20.7
22-08-2021 21:50,4,20.6
22-08-2021 21:55,4,20.5
22-08-2021 22:00,4,20.5
22-08-2021 22:05,4,20.4
22-08-2021 22:10,4,20.3
22-08-2021 22:15,4,20.2
22-08-2021 22:20,4,20.2
22-08-2021 22:25,4,20.1
22-08-2021 22:30,4,20
22-08-2021 22:35,4,20
22-08-2021 22:40,4,19.9
22-08-2021 22:45,4,19.8
22-08-2021 22:50,4,19.8
22-08-2021 22:55,4,19.7
22-08-2021 23:00,4,19.6
22-08-2021 23:05,4,19.6
22-08-2021 23:10,4,19.6
22-08-2021 23:15,4,19.5
22-08-2021 23:20,4,19.4
22-08-2021 23:25,4,19.4
22-08-2021 23:30,4,19.4
22-08-2021 23:35,4,19.3
22-08-2021 23:40,4,19.3
22-08-2021 23:45,4,19.2
22-08-2021 23:50,4,19.2
22-08-2021 23:55,4,19.2
23-08-2021 00:00,4,19.1
23-08-2021 00:05,4,19.1
23-08-2021 00:10,4,19.1
23-08-2021 00:15,4,19
23-08-2021 00:20,4,19
23-08-2021 00:25,4,19
23-08-2021 00:30,4,18.9
23-08-2021 00:35,4,18.9
23-08-2021 00:40,4,18.9
23-08-2021 00:45,4,18.9
23-08-2021 00:50,4,18.8
23-08-2021 00:55,4,18.8
23-08-2021 01:00,4,18.8
23-08-2021 01:05,4,18.7
23-08-2021 01:10,4,18.7
23-08-2021 01:15,4,18.7
23-08-2021 01:20,4,18.7
23-08-2021 01:25,4,18.7
23-08-2021 01:30,4,18.7
23-08-2021 01:35,4,18.7
23-08-2021 01:40,4,18.7
23-08-2021 01:45,4,18.7
23-08-2021 01:50,4,18.7
23-08-2021 01:55,4,18.7
23-08-2021 02:00,4,18.6
23-08-2021 02:05,4,18.6
23-08-2021 02:10,4,18.6
23-08-2021 02:15,4,18.6
23-08-2021 02:20,4,18.6
23-08-2021 02:25,4,18.6
23-08-2021 02:30,4,18.6
23-08-2021 02:35,4,18.6
23-08-2021 02:40,4,18.5
23-08-2021 02:45,4,18.5
23-08-2021 02:50,4,18.5
23-08-2021 02:55,4,18.5
23-08-2021 03:00,4,18.5
23-08-2021 03:05,4,18.5
23-08-2021 03:10,4,18.4
23-08-2021 03:15,4,18.4
23-08-2021 03:20,4,18.4
23-08-2021 03:25,4,18.4
23-08-2021 03:30,4,18.3
23-08-2021 03:35,4,18.3
23-08-2021 03:40,4,18.3
23-08-2021 03:45,4,18.2
23-08-2021 03:50,3,18.2
23-08-2021 03:55,3,18.2
23-08-2021 04:00,4,18.2
23-08-2021 04:05,4,18.2
23-08-2021 04:10,4,18.2
23-08-2021 04:15,4,18.1
23-08-2021 04:20,4,18.1
23-08-2021 04:25,4,18.1
23-08-2021 04:30,4,18.1
23-08-2021 04:35,4,18.1
23-08-2021 04:40,4,18.1
23-08-2021 04:45,4,18.1
23-08-2021 04:50,4,18.1
23-08-2021 04:55,4,18
23-08-2021 05:00,4,18
23-08-2021 05:05,4,18
23-08-2021 05:10,4,18
23-08-2021 05:15,5,18
23-08-2021 05:20,5,18
23-08-2021 05:25,5,17.9
23-08-2021 05:30,5,17.9
23-08-2021 05:35,4,17.9
23-08-2021 05:40,4,17.9
23-08-2021 05:45,4,17.9
23-08-2021 05:50,4,17.9
23-08-2021 05:55,4,17.8
23-08-2021 06:00,4,17.8
23-08-2021 06:05,4,17.8
23-08-2021 06:10,4,17.8
23-08-2021 06:15,4,17.8
23-08-2021 06:20,4,17.7
23-08-2021 06:25,5,17.7
23-08-2021 06:30,5,17.7
23-08-2021 06:35,5,17.7
23-08-2021 06:40,5,17.7
23-08-2021 06:45,5,17.7
23-08-2021 06:50,5,17.7
23-08-2021 06:55,5,17.7
23-08-2021 07:00,5,17.7
23-08-2021 07:05,5,17.7
23-08-2021 07:10,5,17.7
23-08-2021 07:15,5,17.8
23-08-2021 07:20,5,17.8
23-08-2021 07:25,5,17.8
23-08-2021 07:30,5,17.8
23-08-2021 07:35,5,17.8
23-08-2021 07:40,5,17.8
23-08-2021 07:45,5,17.9
23-08-2021 07:50,5,17.9
23-08-2021 07:55,5,17.9
23-08-2021 08:00,4,17.9
23-08-2021 08:05,4,17.9
23-08-2021 08:10,4,18
23-08-2021 08:15,4,18
23-08-2021 08:20,4,18.1
23-08-2021 08:25,4,18.1
23-08-2021 08:30,4,18.2
23-08-2021 08:35,4,18.3
23-08-2021 08:40,4,18.3
23-08-2021 08:45,4,18.4
23-08-2021 08:50,4,18.5
23-08-2021 08:55,5,18.6
23-08-2021 09:00,5,18.7
23-08-2021 09:05,5,18.8
23-08-2021 09:10,5,18.9
23-08-2021 09:15,5,18.9
23-08-2021 09:20,5,19
23-08-2021 09:25,4,19.2
23-08-2021 09:30,4,19.2
23-08-2021 09:35,4,19.3
23-08-2021 09:40,4,19.4
23-08-2021 09:45,4,19.5
23-08-2021 09:50,4,19.6
23-08-2021 09:55,4,19.7
23-08-2021 10:00,4,19.9
23-08-2021 10:05,3,20
23-08-2021 10:10,3,20.1
23-08-2021 10:15,3,20.2
23-08-2021 10:20,3,20.3
23-08-2021 10:25,3,20.5
23-08-2021 10:30,3,20.6
23-08-2021 10:35,3,20.7
23-08-2021 10:40,3,20.7
23-08-2021 10:45,4,20.9
23-08-2021 10:50,4,21
23-08-2021 10:55,4,21.1
23-08-2021 11:00,5,21.2
23-08-2021 11:05,5,21.3
23-08-2021 11:10,5,21.4
23-08-2021 11:15,5,21.5
23-08-2021 11:20,5,21.6
23-08-2021 11:25,5,21.7
23-08-2021 11:30,5,21.8
23-08-2021 11:35,5,21.8
23-08-2021 11:40,5,22
23-08-2021 11:45,5,22
23-08-2021 11:50,5,22.1
23-08-2021 11:55,5,22.2
23-08-2021 12:00,5,22.4
23-08-2021 12:05,5,22.6
23-08-2021 12:10,4,22.7
23-08-2021 12:15,4,22.7
23-08-2021 12:20,4,22.7
23-08-2021 12:25,4,22.7
23-08-2021 12:30,4,22.7
23-08-2021 12:35,4,22.8
23-08-2021 12:40,4,22.9
23-08-2021 12:45,4,23
23-08-2021 12:50,4,23.1
23-08-2021 12:55,5,23.2
23-08-2021 13:00,5,23.2
23-08-2021 13:05,4,23.2
23-08-2021 13:10,4,23.2
23-08-2021 13:15,4,23.2
23-08-2021 13:20,4,23.2
23-08-2021 13:25,4,23.2
23-08-2021 13:30,4,23.3
23-08-2021 13:35,4,23.3
23-08-2021 13:40,4,23.4
23-08-2021 13:45,4,23.5
23-08-2021 13:50,4,23.5
23-08-2021 13:55,4,23.5
23-08-2021 14:00,4,23.5
23-08-2021 14:05,4,23.6
23-08-2021 14:10,4,23.6
23-08-2021 14:15,4,23.7
23-08-2021 14:20,4,23.7
23-08-2021 14:25,4,23.8
23-08-2021 14:30,4,23.8
23-08-2021 14:35,4,23.8
23-08-2021 14:40,4,23.8
23-08-2021 14:45,4,23.9
23-08-2021 14:50,4,23.9
23-08-2021 14:55,4,23.9
23-08-2021 15:00,4,24
23-08-2021 15:05,4,24
23-08-2021 15:10,4,24.1
23-08-2021 15:15,4,24.1
23-08-2021 15:20,5,24.1
23-08-2021 15:25,5,24.1
23-08-2021 15:30,5,24.1
23-08-2021 15:35,5,24
23-08-2021 15:40,4,24
23-08-2021 15:45,4,24
23-08-2021 15:50,4,23.9
23-08-2021 15:55,4,23.8
23-08-2021 16:00,4,23.7
23-08-2021 16:05,4,23.6
23-08-2021 16:10,4,23.5
23-08-2021 16:15,4,23.4
23-08-2021 16:20,4,23.3
23-08-2021 16:25,4,23.3
23-08-2021 16:30,4,23.2
23-08-2021 16:35,4,23.1
23-08-2021 16:40,4,23.1
23-08-2021 16:45,4,23
23-08-2021 16:50,4,22.9
23-08-2021 16:55,5,22.9
23-08-2021 17:00,5,22.8
23-08-2021 17:05,5,22.7
23-08-2021 17:10,4,22.7
23-08-2021 17:15,4,22.6
23-08-2021 17:20,5,22.6
23-08-2021 17:25,5,22.5
23-08-2021 17:30,5,22.5
23-08-2021 17:35,5,22.4
23-08-2021 17:40,5,22.4
23-08-2021 17:45,5,22.4
23-08-2021 17:50,5,22.3
23-08-2021 17:55,5,22.3
23-08-2021 18:00,5,22.2
23-08-2021 18:05,5,22.2
23-08-2021 18:10,5,22.1
23-08-2021 18:15,5,22.1
23-08-2021 18:20,5,22.1
23-08-2021 18:25,5,22
23-08-2021 18:30,5,22
23-08-2021 18:35,5,22
23-08-2021 18:40,5,22
23-08-2021 18:45,5,21.9
23-08-2021 18:50,5,21.9
23-08-2021 18:55,5,21.9
23-08-2021 19:00,5,21.8
23-08-2021 19:05,5,21.8
23-08-2021 19:10,5,21.8
23-08-2021 19:15,6,21.7
23-08-2021 19:20,6,21.7
23-08-2021 19:25,6,21.7
23-08-2021 19:30,5,21.6
23-08-2021 19:35,5,21.6
23-08-2021 19:40,5,21.6
23-08-2021 19:45,5,21.5
23-08-2021 19:50,4,21.5
23-08-2021 19:55,4,21.4
23-08-2021 20:00,4,21.4
23-08-2021 20:05,4,21.4
23-08-2021 20:10,5,21.3
23-08-2021 20:15,5,21.3
23-08-2021 20:20,5,21.2
23-08-2021 20:25,5,21.2
23-08-2021 20:30,5,21.1
23-08-2021 20:35,5,21
23-08-2021 20:40,5,21
23-08-2021 20:45,5,21
23-08-2021 20:50,5,20.9
23-08-2021 20:55,5,20.9
23-08-2021 21:00,5,20.8
23-08-2021 21:05,5,20.7
23-08-2021 21:10,5,20.7
23-08-2021 21:15,5,20.6
23-08-2021 21:20,5,20.6
23-08-2021 21:25,5,20.5
23-08-2021 21:30,5,20.5
23-08-2021 21:35,4,20.4
23-08-2021 21:40,4,20.4
23-08-2021 21:45,4,20.3
23-08-2021 21:50,4,20.3
23-08-2021 21:55,4,20.2
23-08-2021 22:00,4,20.2
23-08-2021 22:05,4,20.1
23-08-2021 22:10,4,20
23-08-2021 22:15,4,20
23-08-2021 22:20,4,20
23-08-2021 22:25,4,19.9
23-08-2021 22:30,5,19.9
23-08-2021 22:35,5,19.8
23-08-2021 22:40,5,19.8
23-08-2021 22:45,5,19.7
23-08-2021 22:50,5,19.7
23-08-2021 22:55,5,19.6
23-08-2021 23:00,4,19.6
23-08-2021 23:05,4,19.6
23-08-2021 23:10,4,19.6
23-08-2021 23:15,4,19.5
23-08-2021 23:20,4,19.4
23-08-2021 23:25,5,19.4
23-08-2021 23:30,4,19.4
23-08-2021 23:35,4,19.4
23-08-2021 23:40,5,19.3
23-08-2021 23:45,4,19.3
23-08-2021 23:50,5,19.3
23-08-2021 23:55,4,19.3
24-08-2021 00:00,4,19.3
24-08-2021 00:05,5,19.2
24-08-2021 00:10,5,19.2
24-08-2021 00:15,4,19.2
24-08-2021 00:20,5,19.1
24-08-2021 00:25,5,19.1
24-08-2021 00:30,5,19.1
24-08-2021 00:35,4,19
24-08-2021 00:40,4,19
24-08-2021 00:45,5,19
24-08-2021 00:50,5,19
24-08-2021 00:55,5,19
24-08-2021 01:00,5,18.9
24-08-2021 01:05,5,18.9
24-08-2021 01:10,5,18.9
24-08-2021 01:15,5,18.9
24-08-2021 01:20,4,18.9
24-08-2021 01:25,4,18.9
24-08-2021 01:30,4,18.8
24-08-2021 01:35,4,18.8
24-08-2021 01:40,4,18.8
24-08-2021 01:45,4,18.8
24-08-2021 01:50,4,18.8
24-08-2021 01:55,4,18.7
24-08-2021 02:00,4,18.7
24-08-2021 02:05,4,18.7
24-08-2021 02:10,4,18.7
24-08-2021 02:15,4,18.7
24-08-2021 02:20,4,18.7
24-08-2021 02:25,4,18.6
24-08-2021 02:30,4,18.6
24-08-2021 02:35,4,18.6
24-08-2021 02:40,4,18.6
24-08-2021 02:45,4,18.6
24-08-2021 02:50,4,18.6
24-08-2021 02:55,4,18.5
24-08-2021 03:00,4,18.5
24-08-2021 03:05,4,18.5
24-08-2021 03:10,4,18.5
24-08-2021 03:15,4,18.5
24-08-2021 03:20,4,18.4
24-08-2021 03:25,4,18.4
24-08-2021 03:30,5,18.4
24-08-2021 03:35,5,18.4
24-08-2021 03:40,5,18.3
24-08-2021 03:45,5,18.3
24-08-2021 03:50,5,18.3
24-08-2021 03:55,5,18.3
24-08-2021 04:00,5,18.3
24-08-2021 04:05,5,18.3
24-08-2021 04:10,5,18.2
24-08-2021 04:15,5,18.2
24-08-2021 04:20,5,18.2
24-08-2021 04:25,5,18.2
24-08-2021 04:30,5,18.2
24-08-2021 04:35,5,18.2
24-08-2021 04:40,5,18.2
24-08-2021 04:45,5,18.1
24-08-2021 04:50,5,18.1
24-08-2021 04:55,5,18.1
24-08-2021 05:00,5,18.1
24-08-2021 05:05,5,18.1
24-08-2021 05:10,5,18.1
24-08-2021 05:15,5,18
24-08-2021 05:20,5,18
24-08-2021 05:25,5,18
24-08-2021 05:30,5,18
24-08-2021 05:35,5,18
24-08-2021 05:40,5,18
24-08-2021 05:45,5,18
24-08-2021 05:50,5,18
24-08-2021 05:55,5,18
24-08-2021 06:00,5,17.9
24-08-2021 06:05,5,17.9
24-08-2021 06:10,5,17.9
24-08-2021 06:15,5,17.9
24-08-2021 06:20,4,17.9
24-08-2021 06:25,4,17.9
24-08-2021 06:30,4,17.9
24-08-2021 06:35,4,17.9
24-08-2021 06:40,4,17.9
24-08-2021 06:45,4,17.9
24-08-2021 06:50,4,17.9
24-08-2021 06:55,5,17.9
24-08-2021 07:00,5,17.9
24-08-2021 07:05,5,17.9
24-08-2021 07:10,5,17.9
24-08-2021 07:15,5,17.9
24-08-2021 07:20,5,17.9
24-08-2021 07:25,5,17.9
24-08-2021 07:30,5,17.9
24-08-2021 07:35,5,17.9
24-08-2021 07:40,5,17.9
24-08-2021 07:45,5,17.9
24-08-2021 07:50,5,17.9
24-08-2021 07:55,5,17.9
24-08-2021 08:00,5,18
24-08-2021 08:05,5,18
24-08-2021 08:10,5,18
24-08-2021 08:15,5,18.1
24-08-2021 08:20,4,18.1
24-08-2021 08:25,4,18.2
24-08-2021 08:30,4,18.2
24-08-2021 08:35,4,18.3
24-08-2021 08:40,4,18.3
24-08-2021 08:45,4,18.4
24-08-2021 08:50,4,18.5
24-08-2021 08:55,4,18.6
24-08-2021 09:00,4,18.6
24-08-2021 09:05,5,18.7
24-08-2021 09:10,5,18.8
24-08-2021 09:15,5,18.9
24-08-2021 09:20,5,19
24-08-2021 09:25,5,19.1
24-08-2021 09:30,5,19.1
24-08-2021 09:35,5,19.2
24-08-2021 09:40,5,19.3
24-08-2021 09:45,5,19.4
24-08-2021 09:50,5,19.5
24-08-2021 09:55,5,19.6
24-08-2021 10:00,5,19.6
24-08-2021 10:05,5,19.7
24-08-2021 10:10,5,19.8
24-08-2021 10:15,5,19.9
24-08-2021 10:20,4,20
24-08-2021 10:25,4,20.1
24-08-2021 10:30,4,20.3
24-08-2021 10:35,5,20.4
24-08-2021 10:40,5,20.5
24-08-2021 10:45,4,20.6
24-08-2021 10:50,4,20.7
24-08-2021 10:55,4,20.7
24-08-2021 11:00,4,20.9
24-08-2021 11:05,4,21
24-08-2021 11:10,4,21.1
24-08-2021 11:15,4,21.2
24-08-2021 11:20,4,21.3
24-08-2021 11:25,4,21.4
24-08-2021 11:30,4,21.5
24-08-2021 11:35,5,21.6
24-08-2021 11:40,5,21.7
24-08-2021 11:45,5,21.8
24-08-2021 11:50,5,21.9
24-08-2021 11:55,5,22
24-08-2021 12:00,5,22.1
24-08-2021 12:05,5,22.2
24-08-2021 12:10,5,22.3
24-08-2021 12:15,4,22.4
24-08-2021 12:20,5,22.5
24-08-2021 12:25,4,22.5
24-08-2021 12:30,4,22.6
24-08-2021 12:35,4,22.7
24-08-2021 12:40,4,22.8
24-08-2021 12:45,4,22.9
24-08-2021 12:50,4,23
24-08-2021 12:55,4,23
24-08-2021 13:00,4,23.1
24-08-2021 13:05,4,23.2
24-08-2021 13:10,4,23.3
24-08-2021 13:15,5,23.4
24-08-2021 13:20,4,23.5
24-08-2021 13:25,4,23.7
24-08-2021 13:30,5,23.7
24-08-2021 13:35,5,23.8
24-08-2021 13:40,5,23.9
24-08-2021 13:45,5,23.9
24-08-2021 13:50,5,23.9
24-08-2021 13:55,5,24
24-08-2021 14:00,5,24
24-08-2021 14:05,5,24.1
24-08-2021 14:10,5,24.1
24-08-2021 14:15,5,24.1
24-08-2021 14:20,5,24.1
24-08-2021 14:25,5,24.1
24-08-2021 14:30,5,24.1
24-08-2021 14:35,5,24.1
24-08-2021 14:40,5,24.1
24-08-2021 14:45,5,24.1
24-08-2021 14:50,5,24.1
24-08-2021 14:55,5,24.1
24-08-2021 15:00,5,24.1
24-08-2021 15:05,5,24.1
24-08-2021 15:10,5,24.1
24-08-2021 15:15,5,24
24-08-2021 15:20,5,24
24-08-2021 15:25,5,24
24-08-2021 15:30,5,23.9
24-08-2021 15:35,5,23.8
24-08-2021 15:40,4,23.8
24-08-2021 15:45,4,23.7
24-08-2021 15:50,4,23.6
24-08-2021 15:55,4,23.5
24-08-2021 16:00,4,23.4
24-08-2021 16:05,4,23.3
24-08-2021 16:10,5,23.3
24-08-2021 16:15,5,23.2
24-08-2021 16:20,5,23.1
24-08-2021 16:25,5,23.1
24-08-2021 16:30,5,23
24-08-2021 16:35,5,22.9
24-08-2021 16:40,4,22.8
24-08-2021 16:45,4,22.8
24-08-2021 16:50,4,22.7
24-08-2021 16:55,4,22.6
24-08-2021 17:00,4,22.6
24-08-2021 17:05,5,22.5
24-08-2021 17:10,5,22.5
24-08-2021 17:15,5,22.4
24-08-2021 17:20,5,22.4
24-08-2021 17:25,4,22.3
24-08-2021 17:30,4,22.3
24-08-2021 17:35,4,22.2
24-08-2021 17:40,4,22.2
24-08-2021 17:45,4,22.1
24-08-2021 17:50,4,22.1
24-08-2021 17:55,4,22
24-08-2021 18:00,5,22
24-08-2021 18:05,5,22
24-08-2021 18:10,5,21.9
24-08-2021 18:15,5,21.9
24-08-2021 18:20,5,21.8
24-08-2021 18:25,5,21.8
24-08-2021 18:30,5,21.8
24-08-2021 18:35,4,21.8
24-08-2021 18:40,5,21.8
24-08-2021 18:45,5,21.8
24-08-2021 18:50,4,21.7
24-08-2021 18:55,4,21.7
24-08-2021 19:00,4,21.7
24-08-2021 19:05,5,21.7
24-08-2021 19:10,5,21.7
24-08-2021 19:15,5,21.7
24-08-2021 19:20,5,21.7
24-08-2021 19:25,5,21.7
24-08-2021 19:30,5,21.6
24-08-2021 19:35,6,21.6
24-08-2021 19:40,6,21.6
24-08-2021 19:45,6,21.6
24-08-2021 19:50,6,21.5
24-08-2021 19:55,6,21.5
24-08-2021 20:00,6,21.5
24-08-2021 20:05,6,21.4
24-08-2021 20:10,6,21.4
24-08-2021 20:15,6,21.4
24-08-2021 20:20,5,21.3
24-08-2021 20:25,5,21.3
24-08-2021 20:30,5,21.3
24-08-2021 20:35,4,21.2
24-08-2021 20:40,4,21.2
24-08-2021 20:45,4,21.2
24-08-2021 20:50,5,21.1
24-08-2021 20:55,4,21.1
