Time,value
18-09-2021 14:08,0.0310
18-09-2021 14:13,0.0310
18-09-2021 14:18,0.0320
18-09-2021 14:23,0.0240
18-09-2021 14:28,0.0310
18-09-2021 14:33,0.0340
18-09-2021 14:38,0.0320
18-09-2021 14:43,0.0410
18-09-2021 14:48,0.0310
18-09-2021 14:53,0.0300
18-09-2021 14:58,0.0310
18-09-2021 15:03,0.131
18-09-2021 15:08,0.0490
18-09-2021 15:13,0.0230
18-09-2021 15:18,0.0230
18-09-2021 15:23,0.0330
18-09-2021 15:28,0.0310
18-09-2021 15:33,0.0310
18-09-2021 15:38,0.0350
18-09-2021 15:43,0.0290
18-09-2021 15:49,0.0310
18-09-2021 15:54,0.0240
18-09-2021 15:59,0.0210
18-09-2021 16:04,0.0230
18-09-2021 16:09,0.0210
18-09-2021 16:14,0.0240
18-09-2021 16:19,0.124
18-09-2021 16:24,0.125
18-09-2021 16:29,0.0310
18-09-2021 16:34,0.0300
18-09-2021 16:39,0.0290
18-09-2021 16:44,0.0270
18-09-2021 16:49,0.0280
18-09-2021 16:54,0.0220
18-09-2021 16:59,0.0310
18-09-2021 17:04,0.0310
18-09-2021 17:09,0.0310
18-09-2021 17:14,0.0360
18-09-2021 17:19,0.0290
18-09-2021 17:24,0.0310
18-09-2021 17:29,0.0300
18-09-2021 17:34,0.0220
18-09-2021 17:39,0.0210
18-09-2021 17:44,0.0220
18-09-2021 17:49,0.0310
18-09-2021 17:54,0.126
18-09-2021 17:59,0.0980
18-09-2021 18:04,0.0390
18-09-2021 18:09,0.0210
18-09-2021 18:14,0.0400
18-09-2021 18:19,0.0250
18-09-2021 18:24,0.0310
18-09-2021 18:29,0.0220
18-09-2021 18:34,0.0300
18-09-2021 18:39,0.0230
18-09-2021 18:44,0.0230
18-09-2021 18:49,0.0300
18-09-2021 18:54,0.0270
18-09-2021 18:59,0.0300
18-09-2021 19:04,0.0310
18-09-2021 19:09,0.0290
18-09-2021 19:14,0.0220
18-09-2021 19:19,0.0310
18-09-2021 19:24,0.0230
18-09-2021 19:29,0.125
18-09-2021 19:34,0.0400
18-09-2021 19:39,0.0200
18-09-2021 19:44,0.0320
18-09-2021 19:49,0.0240
18-09-2021 19:54,0.0290
18-09-2021 19:59,0.0300
18-09-2021 20:04,0.0320
18-09-2021 20:09,0.0230
18-09-2021 20:14,0.0240
18-09-2021 20:19,0.0230
18-09-2021 20:24,0.0320
18-09-2021 20:29,0.0280
18-09-2021 20:35,0.0260
18-09-2021 20:40,0.0280
18-09-2021 20:45,0.0310
18-09-2021 20:50,0.0240
18-09-2021 20:55,0.0360
18-09-2021 21:00,0.130
18-09-2021 21:05,0.0440
18-09-2021 21:10,0.0320
18-09-2021 21:15,0.0220
18-09-2021 21:20,0.0350
18-09-2021 21:25,0.0310
18-09-2021 21:30,0.0270
18-09-2021 21:35,0.0300
18-09-2021 21:40,0.0320
18-09-2021 21:45,0.0300
18-09-2021 21:50,0.0320
18-09-2021 21:55,0.0300
18-09-2021 22:00,0.0230
18-09-2021 22:05,0.0230
18-09-2021 22:10,0.0280
18-09-2021 22:15,0.0310
18-09-2021 22:20,0.0300
18-09-2021 22:25,0.0310
18-09-2021 22:30,0.0310
18-09-2021 22:35,0.124
18-09-2021 22:40,0.129
18-09-2021 22:45,0.0410
18-09-2021 22:50,0.0320
18-09-2021 22:55,0.0310
18-09-2021 23:00,0.0310
18-09-2021 23:05,0.0300
18-09-2021 23:10,0.0320
18-09-2021 23:15,0.0310
18-09-2021 23:20,0.0230
18-09-2021 23:25,0.0240
18-09-2021 23:30,0.0220
18-09-2021 23:35,0.0300
18-09-2021 23:40,0.0310
18-09-2021 23:45,0.0250
18-09-2021 23:50,0.0320
18-09-2021 23:55,0.0310
19-09-2021 00:00,0.0310
19-09-2021 00:05,0.0310
19-09-2021 00:10,0.0410
19-09-2021 00:15,0.0240
19-09-2021 00:20,0.0240
19-09-2021 00:25,0.123
19-09-2021 00:30,0.0450
19-09-2021 00:35,0.0320
19-09-2021 00:40,0.0310
19-09-2021 00:45,0.0240
19-09-2021 00:50,0.0300
19-09-2021 00:55,0.0310
19-09-2021 01:00,0.0230
19-09-2021 01:05,0.0310
19-09-2021 01:10,0.0300
19-09-2021 01:15,0.0220
19-09-2021 01:21,0.0180
19-09-2021 01:26,0.0220
19-09-2021 01:31,0.0250
19-09-2021 01:36,0.0230
19-09-2021 01:41,0.0240
19-09-2021 01:46,0.0230
19-09-2021 01:51,0.0220
19-09-2021 01:56,0.0200
19-09-2021 02:01,0.0210
19-09-2021 02:06,0.0230
19-09-2021 02:11,0.0280
19-09-2021 02:16,0.0310
19-09-2021 02:21,0.0220
19-09-2021 02:26,0.0190
19-09-2021 02:31,0.0170
19-09-2021 02:36,0.127
19-09-2021 02:41,0.114
19-09-2021 02:46,0.0300
19-09-2021 02:51,0.0230
19-09-2021 02:56,0.0230
19-09-2021 03:01,0.0190
19-09-2021 03:06,0.0230
19-09-2021 03:11,0.0190
19-09-2021 03:16,0.0230
19-09-2021 03:21,0.0300
19-09-2021 03:26,0.0180
19-09-2021 03:31,0.0230
19-09-2021 03:36,0.0160
19-09-2021 03:41,0.0160
19-09-2021 03:46,0.0230
19-09-2021 03:51,0.0160
19-09-2021 03:56,0.0220
19-09-2021 04:01,0.0190
19-09-2021 04:06,0.0190
19-09-2021 04:11,0.0160
19-09-2021 04:16,0.0200
19-09-2021 04:21,0.0230
19-09-2021 04:26,0.0180
19-09-2021 04:31,0.0170
19-09-2021 04:36,0.0170
19-09-2021 04:41,0.0160
19-09-2021 04:46,0.0180
19-09-2021 04:51,0.0170
19-09-2021 04:56,0.0180
19-09-2021 05:01,0.123
19-09-2021 05:06,0.108
19-09-2021 05:11,0.0380
19-09-2021 05:16,0.0290
19-09-2021 05:21,0.0180
19-09-2021 05:26,0.0170
19-09-2021 05:31,0.0160
19-09-2021 05:36,0.0210
19-09-2021 05:41,0.0190
19-09-2021 05:46,0.0190
19-09-2021 05:51,0.0210
19-09-2021 05:56,0.0180
19-09-2021 06:01,0.0220
19-09-2021 06:07,0.0190
19-09-2021 06:12,0.0220
19-09-2021 06:17,0.0170
19-09-2021 06:22,0.0180
19-09-2021 06:27,0.0180
19-09-2021 06:32,0.0170
19-09-2021 06:37,0.0200
19-09-2021 06:42,0.0200
19-09-2021 06:47,0.0250
19-09-2021 06:52,0.0170
19-09-2021 06:57,0.0180
19-09-2021 07:02,0.0240
19-09-2021 07:07,0.0230
19-09-2021 07:12,0.0310
19-09-2021 07:17,0.0240
19-09-2021 07:22,0.0260
19-09-2021 07:27,0.0320
19-09-2021 07:32,0.0980
19-09-2021 07:37,0.102
19-09-2021 07:42,0.0380
19-09-2021 07:47,0.0230
19-09-2021 07:52,0.0300
19-09-2021 07:57,0.0300
19-09-2021 08:02,0.0300
19-09-2021 08:07,0.0300
19-09-2021 08:12,0.0310
19-09-2021 08:17,0.0320
19-09-2021 08:22,0.0310
19-09-2021 08:27,0.0250
19-09-2021 08:32,0.0290
19-09-2021 08:37,0.0310
19-09-2021 08:42,0.0300
19-09-2021 08:47,0.0310
19-09-2021 08:52,0.0270
19-09-2021 08:57,0.0220
19-09-2021 09:02,0.0260
19-09-2021 09:07,0.0230
19-09-2021 09:12,0.0380
19-09-2021 09:17,0.0230
19-09-2021 09:22,0.0300
19-09-2021 09:27,0.0310
19-09-2021 09:32,0.127
19-09-2021 09:37,0.0450
19-09-2021 09:42,0.0300
19-09-2021 09:47,0.0230
19-09-2021 09:52,0.0320
19-09-2021 09:57,0.0370
19-09-2021 10:02,0.0300
19-09-2021 10:07,0.0310
19-09-2021 10:12,0.0290
19-09-2021 10:17,0.0360
19-09-2021 10:22,0.0300
19-09-2021 10:27,0.0290
19-09-2021 10:32,0.0320
19-09-2021 10:37,0.0240
19-09-2021 10:42,0.0250
19-09-2021 10:47,0.0300
19-09-2021 10:53,0.0220
19-09-2021 10:58,0.0290
19-09-2021 11:03,0.0140
19-09-2021 11:08,0.107
19-09-2021 11:13,0.0370
19-09-2021 11:18,0.0360
19-09-2021 11:23,0.0310
19-09-2021 11:28,0.0250
19-09-2021 11:33,0.0310
19-09-2021 11:38,0.0300
19-09-2021 11:43,0.0320
19-09-2021 11:48,0.0290
19-09-2021 11:53,0.0280
19-09-2021 11:58,0.0360
19-09-2021 12:03,0.0280
19-09-2021 12:08,0.0330
19-09-2021 12:13,0.0310
19-09-2021 12:18,0.0310
19-09-2021 12:23,0.0240
19-09-2021 12:28,0.0220
19-09-2021 12:33,0.0290
19-09-2021 12:38,0.0220
19-09-2021 12:43,0.0310
19-09-2021 12:48,0.0320
19-09-2021 12:53,0.0530
19-09-2021 12:58,0.0320
19-09-2021 13:03,0.0950
19-09-2021 13:08,0.0250
19-09-2021 13:13,0.0250
19-09-2021 13:18,0.0240
19-09-2021 13:23,0.100
19-09-2021 13:28,0.0240
19-09-2021 13:33,0.0910
19-09-2021 13:38,0.0870
19-09-2021 13:43,0.0890
19-09-2021 13:48,0.0250
19-09-2021 13:53,0.322
19-09-2021 13:58,0.0260
19-09-2021 14:03,0.0880
19-09-2021 14:08,0.0940
19-09-2021 14:13,0.0940
19-09-2021 14:18,0.0940
19-09-2021 14:23,0.0730
19-09-2021 14:28,0.0210
19-09-2021 14:33,0.100
19-09-2021 14:38,0.128
19-09-2021 14:43,0.101
19-09-2021 14:48,0.0940
19-09-2021 14:53,0.323
19-09-2021 14:58,0.0920
19-09-2021 15:03,0.0930
19-09-2021 15:08,0.0260
19-09-2021 15:13,0.0280
19-09-2021 15:18,0.0250
19-09-2021 15:23,0.0260
19-09-2021 15:28,0.0940
19-09-2021 15:34,0.0890
19-09-2021 15:39,0.0250
19-09-2021 15:44,0.0910
19-09-2021 15:49,0.0280
19-09-2021 15:54,0.0950
19-09-2021 15:59,0.0900
19-09-2021 16:04,0.128
19-09-2021 16:09,0.108
19-09-2021 16:14,0.0300
19-09-2021 16:19,0.0950
19-09-2021 16:24,0.0950
19-09-2021 16:29,0.0240
19-09-2021 16:34,0.0880
19-09-2021 16:39,0.0250
19-09-2021 16:44,0.0900
19-09-2021 16:49,0.0900
19-09-2021 16:54,0.0880
19-09-2021 16:59,0.0250
19-09-2021 17:04,0.106
19-09-2021 17:09,0.0870
19-09-2021 17:14,0.0940
19-09-2021 17:19,0.0940
19-09-2021 17:24,0.0230
19-09-2021 17:29,0.0270
19-09-2021 17:34,0.0880
19-09-2021 17:39,0.0230
19-09-2021 17:44,0.0950
19-09-2021 17:49,0.128
19-09-2021 17:54,0.108
19-09-2021 17:59,0.0990
19-09-2021 18:04,0.0600
19-09-2021 18:09,0.0930
19-09-2021 18:14,0.0910
19-09-2021 18:19,0.0900
19-09-2021 18:24,0.0940
19-09-2021 18:29,0.0950
19-09-2021 18:34,0.0930
19-09-2021 18:39,0.0960
19-09-2021 18:44,0.0910
19-09-2021 18:49,0.0950
19-09-2021 18:54,0.0960
19-09-2021 18:59,0.0960
19-09-2021 19:04,0.0960
19-09-2021 19:09,0.0260
19-09-2021 19:14,0.0250
19-09-2021 19:19,0.104
19-09-2021 19:24,0.108
19-09-2021 19:29,0.0960
19-09-2021 19:34,0.0900
19-09-2021 19:39,0.0890
19-09-2021 19:44,0.0900
19-09-2021 19:49,0.0960
19-09-2021 19:54,0.0950
19-09-2021 19:59,0.0950
19-09-2021 20:04,0.0880
19-09-2021 20:09,0.0960
19-09-2021 20:14,0.0960
19-09-2021 20:20,0.0960
19-09-2021 20:25,0.0230
19-09-2021 20:30,0.0950
19-09-2021 20:35,0.0270
19-09-2021 20:40,0.130
19-09-2021 20:45,0.0500
19-09-2021 20:50,0.0250
19-09-2021 20:55,0.0250
19-09-2021 21:00,0.0320
19-09-2021 21:05,0.0240
19-09-2021 21:10,0.0230
19-09-2021 21:15,0.0950
19-09-2021 21:20,0.0260
19-09-2021 21:25,0.0310
19-09-2021 21:30,0.0200
19-09-2021 21:35,0.0210
19-09-2021 21:40,0.0960
19-09-2021 21:45,0.0910
19-09-2021 21:50,0.0900
19-09-2021 21:55,0.0880
19-09-2021 22:00,0.0610
19-09-2021 22:05,0.0950
19-09-2021 22:10,0.0250
19-09-2021 22:15,0.0240
19-09-2021 22:20,0.130
19-09-2021 22:25,0.0370
19-09-2021 22:30,0.0940
19-09-2021 22:35,0.0260
19-09-2021 22:40,0.0150
19-09-2021 22:45,0.0240
19-09-2021 22:50,0.0260
19-09-2021 22:55,0.0990
19-09-2021 23:00,0.0890
19-09-2021 23:05,0.0700
19-09-2021 23:10,0.0940
19-09-2021 23:15,0.0950
19-09-2021 23:20,0.0940
19-09-2021 23:25,0.0940
19-09-2021 23:30,0.0240
19-09-2021 23:35,0.0930
19-09-2021 23:40,0.0920
19-09-2021 23:45,0.0210
19-09-2021 23:50,0.0270
19-09-2021 23:55,0.0340
20-09-2021 00:00,0.0310
20-09-2021 00:05,0.0220
20-09-2021 00:10,0.0930
20-09-2021 00:15,0.0190
20-09-2021 00:20,0.115
20-09-2021 00:25,0.0270
20-09-2021 00:30,0.0290
20-09-2021 00:35,0.0860
20-09-2021 00:40,0.0170
20-09-2021 00:45,0.0170
20-09-2021 00:50,0.315
20-09-2021 00:55,0.0140
20-09-2021 01:01,0.0210
20-09-2021 01:06,0.0230
20-09-2021 01:11,0.0300
20-09-2021 01:16,0.0170
20-09-2021 01:21,0.0300
20-09-2021 01:26,0.322
20-09-2021 01:31,0.0930
20-09-2021 01:36,0.0210
20-09-2021 01:41,0.0220
20-09-2021 01:46,0.0200
20-09-2021 01:51,0.0880
20-09-2021 01:56,0.0220
20-09-2021 02:01,0.0870
20-09-2021 02:06,0.0880
20-09-2021 02:11,0.0870
20-09-2021 02:16,0.0860
20-09-2021 02:21,0.0890
20-09-2021 02:26,0.0870
20-09-2021 02:31,0.0870
20-09-2021 02:36,0.0860
20-09-2021 02:41,0.0870
20-09-2021 02:46,0.0910
20-09-2021 02:51,0.322
20-09-2021 02:56,0.0920
20-09-2021 03:01,0.0920
20-09-2021 03:06,0.0560
20-09-2021 03:11,0.115
20-09-2021 03:16,0.0990
20-09-2021 03:21,0.0930
20-09-2021 03:26,0.0540
20-09-2021 03:31,0.0870
20-09-2021 03:36,0.0910
20-09-2021 03:41,0.0920
20-09-2021 03:46,0.0920
20-09-2021 03:51,0.0920
20-09-2021 03:56,0.0940
20-09-2021 04:01,0.0270
20-09-2021 04:06,0.0920
20-09-2021 04:11,0.0150
20-09-2021 04:16,0.0900
20-09-2021 04:21,0.0870
20-09-2021 04:26,0.0920
20-09-2021 04:31,0.0860
20-09-2021 04:36,0.0860
20-09-2021 04:41,0.0920
20-09-2021 04:46,0.0220
20-09-2021 04:51,0.0850
20-09-2021 04:56,0.0910
20-09-2021 05:01,0.0210
20-09-2021 05:06,0.0860
20-09-2021 05:11,0.0890
20-09-2021 05:16,0.0280
20-09-2021 05:21,0.0220
20-09-2021 05:26,0.0890
20-09-2021 05:31,0.0870
20-09-2021 05:36,0.316
20-09-2021 05:41,0.0850
20-09-2021 05:46,0.0850
20-09-2021 05:51,0.0870
20-09-2021 05:57,0.0870
20-09-2021 06:02,0.122
20-09-2021 06:07,0.107
20-09-2021 06:12,0.0930
20-09-2021 06:17,0.0920
20-09-2021 06:22,0.0910
20-09-2021 06:27,0.0860
20-09-2021 06:32,0.0920
20-09-2021 06:37,0.0950
20-09-2021 06:42,0.0950
20-09-2021 06:47,0.0920
20-09-2021 06:52,0.0320
20-09-2021 06:57,0.0940
20-09-2021 07:02,0.0980
20-09-2021 07:07,0.322
20-09-2021 07:12,0.0990
20-09-2021 07:17,0.322
20-09-2021 07:22,0.0300
20-09-2021 07:27,0.0930
20-09-2021 07:32,0.0970
20-09-2021 07:37,0.117
20-09-2021 07:42,0.0940
20-09-2021 07:47,0.128
20-09-2021 07:52,0.101
20-09-2021 07:57,0.0270
20-09-2021 08:02,0.0350
20-09-2021 08:07,0.0280
20-09-2021 08:12,0.0240
20-09-2021 08:17,0.0920
20-09-2021 08:22,0.0280
20-09-2021 08:27,0.0190
20-09-2021 08:32,0.0250
20-09-2021 08:37,0.0870
20-09-2021 08:42,0.0220
20-09-2021 08:47,0.0880
20-09-2021 08:52,0.0920
20-09-2021 08:57,0.0910
20-09-2021 09:02,0.0870
20-09-2021 09:07,0.0140
20-09-2021 09:12,0.0920
20-09-2021 09:17,0.0980
20-09-2021 09:22,0.0930
20-09-2021 09:27,0.0980
20-09-2021 09:32,0.0920
20-09-2021 09:37,0.121
20-09-2021 09:42,0.106
20-09-2021 09:47,0.104
20-09-2021 09:52,0.100
20-09-2021 09:57,0.0970
20-09-2021 10:02,0.0240
20-09-2021 10:07,0.0980
20-09-2021 10:12,0.0350
20-09-2021 10:17,0.0930
20-09-2021 10:22,0.0950
20-09-2021 10:27,0.0980
20-09-2021 10:32,0.0980
20-09-2021 10:38,0.0920
20-09-2021 10:43,0.0930
20-09-2021 10:48,0.0920
20-09-2021 10:53,0.0930
20-09-2021 10:58,0.0910
20-09-2021 11:03,0.0980
20-09-2021 11:08,0.0940
20-09-2021 11:13,0.0980
20-09-2021 11:18,0.130
20-09-2021 11:23,0.0290
20-09-2021 11:28,0.0930
20-09-2021 11:33,0.0270
20-09-2021 11:38,0.0930
20-09-2021 11:43,0.0860
20-09-2021 11:48,0.0920
20-09-2021 11:53,0.0930
20-09-2021 11:58,0.0240
20-09-2021 12:03,0.0260
20-09-2021 12:08,0.0860
20-09-2021 12:13,0.0920
20-09-2021 12:18,0.0240
20-09-2021 12:23,0.0940
20-09-2021 12:28,0.0260
20-09-2021 12:33,0.0920
20-09-2021 12:38,0.0240
20-09-2021 12:43,0.0890
20-09-2021 12:48,0.103
20-09-2021 12:53,0.113
20-09-2021 12:58,0.0240
20-09-2021 13:03,0.0300
20-09-2021 13:08,0.0860
20-09-2021 13:13,0.0940
20-09-2021 13:18,0.0930
20-09-2021 13:23,0.0860
20-09-2021 13:28,0.0900
20-09-2021 13:33,0.0240
20-09-2021 13:38,0.0870
20-09-2021 13:43,0.0930
20-09-2021 13:48,0.0300
20-09-2021 13:53,0.0860
20-09-2021 13:58,0.0200
20-09-2021 14:03,0.0870
20-09-2021 14:08,0.0900
20-09-2021 14:13,0.0900
20-09-2021 14:18,0.0900
20-09-2021 14:23,0.0880
20-09-2021 14:28,0.0220
20-09-2021 14:33,0.0280
20-09-2021 14:38,0.0870
20-09-2021 14:43,0.0920
20-09-2021 14:48,0.0890
20-09-2021 14:53,0.111
20-09-2021 14:58,0.127
20-09-2021 15:03,0.0940
20-09-2021 15:08,0.0240
20-09-2021 15:13,0.0900
20-09-2021 15:18,0.0240
20-09-2021 15:24,0.0880
20-09-2021 15:29,0.0220
20-09-2021 15:34,0.0900
20-09-2021 15:39,0.0890
20-09-2021 15:44,0.0840
20-09-2021 15:49,0.0870
20-09-2021 15:54,0.0890
20-09-2021 15:59,0.0890
20-09-2021 16:04,0.0250
20-09-2021 16:09,0.0220
20-09-2021 16:14,0.0250
20-09-2021 16:19,0.0850
20-09-2021 16:24,0.0880
20-09-2021 16:29,0.0180
20-09-2021 16:34,0.0240
20-09-2021 16:39,0.0260
20-09-2021 16:44,0.0860
20-09-2021 16:49,0.0900
20-09-2021 16:54,0.0860
20-09-2021 16:59,0.0890
20-09-2021 17:04,0.0240
20-09-2021 17:09,0.0880
20-09-2021 17:14,0.0860
20-09-2021 17:19,0.100
20-09-2021 17:24,0.0970
20-09-2021 17:29,0.0870
20-09-2021 17:34,0.0920
20-09-2021 17:39,0.0860
20-09-2021 17:44,0.0250
20-09-2021 17:49,0.0850
20-09-2021 17:54,0.0790
20-09-2021 17:59,0.0980
20-09-2021 18:04,0.0850
20-09-2021 18:09,0.0930
20-09-2021 18:14,0.0910
20-09-2021 18:19,0.0920
20-09-2021 18:24,0.0210
20-09-2021 18:29,0.0840
20-09-2021 18:34,0.0860
20-09-2021 18:39,0.0860
20-09-2021 18:44,0.0270
20-09-2021 18:49,0.0860
20-09-2021 18:54,0.0370
20-09-2021 18:59,0.0980
20-09-2021 19:04,0.0920
20-09-2021 19:09,0.0920
20-09-2021 19:14,0.0880
20-09-2021 19:19,0.101
20-09-2021 19:24,0.103
20-09-2021 19:29,0.0910
20-09-2021 19:34,0.0910
20-09-2021 19:39,0.0240
20-09-2021 19:44,0.0860
20-09-2021 19:49,0.0860
20-09-2021 19:54,0.0930
20-09-2021 19:59,0.0920
20-09-2021 20:04,0.0880
20-09-2021 20:10,0.0240
20-09-2021 20:15,0.0900
20-09-2021 20:20,0.0230
20-09-2021 20:25,0.0920
20-09-2021 20:30,0.0270
20-09-2021 20:35,0.0880
20-09-2021 20:40,0.0880
20-09-2021 20:45,0.105
20-09-2021 20:50,0.0990
20-09-2021 20:55,0.0920
20-09-2021 21:00,0.0920
20-09-2021 21:05,0.0850
20-09-2021 21:10,0.0820
20-09-2021 21:15,0.0870
20-09-2021 21:20,0.0870
20-09-2021 21:25,0.0250
20-09-2021 21:30,0.0230
20-09-2021 21:35,0.0880
20-09-2021 21:40,0.0880
20-09-2021 21:45,0.0230
20-09-2021 21:50,0.0220
20-09-2021 21:55,0.0810
20-09-2021 22:00,0.0240
20-09-2021 22:05,0.0300
20-09-2021 22:10,0.0880
20-09-2021 22:15,0.0880
20-09-2021 22:20,0.0880
20-09-2021 22:25,0.0810
20-09-2021 22:30,0.103
20-09-2021 22:35,0.0230
20-09-2021 22:40,0.0250
20-09-2021 22:45,0.0850
20-09-2021 22:50,0.0860
20-09-2021 22:55,0.0870
20-09-2021 23:00,0.0860
20-09-2021 23:05,0.0230
20-09-2021 23:10,0.0850
20-09-2021 23:15,0.0840
20-09-2021 23:20,0.0220
20-09-2021 23:25,0.0230
20-09-2021 23:30,0.0850
20-09-2021 23:35,0.0870
20-09-2021 23:40,0.0850
20-09-2021 23:45,0.0860
20-09-2021 23:50,0.0210
20-09-2021 23:55,0.0170
21-09-2021 00:00,0.0240
21-09-2021 00:05,0.0170
21-09-2021 00:10,0.0250
21-09-2021 00:15,0.0800
21-09-2021 00:20,0.0800
21-09-2021 00:25,0.0800
21-09-2021 00:30,0.0820
21-09-2021 00:35,0.0230
21-09-2021 00:40,0.0810
21-09-2021 00:45,0.111
21-09-2021 00:51,0.0860
21-09-2021 00:56,0.0890
21-09-2021 01:01,0.0860
21-09-2021 01:06,0.0160
21-09-2021 01:11,0.0770
21-09-2021 01:16,0.0300
21-09-2021 01:21,0.0260
21-09-2021 01:26,0.0840
21-09-2021 01:31,0.0800
21-09-2021 01:36,0.0290
21-09-2021 01:41,0.0770
21-09-2021 01:46,0.0190
21-09-2021 01:51,0.0180
21-09-2021 01:56,0.0270
21-09-2021 02:01,0.316
21-09-2021 02:06,0.0830
21-09-2021 02:11,0.0790
21-09-2021 02:16,0.0780
21-09-2021 02:21,0.316
21-09-2021 02:26,0.0790
21-09-2021 02:31,0.0850
21-09-2021 02:36,0.317
21-09-2021 02:41,0.0790
21-09-2021 02:46,0.0240
21-09-2021 02:51,0.0250
21-09-2021 02:56,0.0250
21-09-2021 03:01,0.0770
21-09-2021 03:06,0.0790
21-09-2021 03:11,0.0780
21-09-2021 03:16,0.0250
21-09-2021 03:21,0.0270
21-09-2021 03:26,0.0250
21-09-2021 03:31,0.0260
21-09-2021 03:36,0.0260
21-09-2021 03:41,0.0280
21-09-2021 03:46,0.0210
21-09-2021 03:51,0.104
21-09-2021 03:56,0.0970
21-09-2021 04:01,0.0260
21-09-2021 04:06,0.0170
21-09-2021 04:11,0.0290
21-09-2021 04:16,0.0290
21-09-2021 04:21,0.0270
21-09-2021 04:26,0.0280
21-09-2021 04:31,0.0780
21-09-2021 04:36,0.0790
21-09-2021 04:41,0.0270
21-09-2021 04:46,0.0240
21-09-2021 04:51,0.0250
21-09-2021 04:56,0.0260
21-09-2021 05:01,0.0250
21-09-2021 05:06,0.0270
21-09-2021 05:11,0.0810
21-09-2021 05:16,0.0270
21-09-2021 05:21,0.0250
21-09-2021 05:26,0.0260
21-09-2021 05:32,0.0240
21-09-2021 05:37,0.0270
21-09-2021 05:42,0.0810
21-09-2021 05:47,0.0810
21-09-2021 05:52,0.0800
21-09-2021 05:57,0.0250
21-09-2021 06:02,0.0200
21-09-2021 06:07,0.0250
21-09-2021 06:12,0.0830
21-09-2021 06:17,0.0260
21-09-2021 06:22,0.0240
21-09-2021 06:27,0.0790
21-09-2021 06:32,0.0260
21-09-2021 06:37,0.0200
21-09-2021 06:42,0.0270
21-09-2021 06:47,0.0830
21-09-2021 06:52,0.0890
21-09-2021 06:57,0.0750
21-09-2021 07:02,0.0890
21-09-2021 07:07,0.0250
21-09-2021 07:12,0.0240
21-09-2021 07:17,0.0890
21-09-2021 07:22,0.0880
21-09-2021 07:27,0.0880
21-09-2021 07:32,0.0880
21-09-2021 07:37,0.0890
21-09-2021 07:42,0.0260
21-09-2021 07:47,0.0820
21-09-2021 07:52,0.0280
21-09-2021 07:57,0.0880
21-09-2021 08:02,0.0240
21-09-2021 08:07,0.0880
21-09-2021 08:12,0.0310
21-09-2021 08:17,0.0250
21-09-2021 08:22,0.0890
21-09-2021 08:27,0.0220
21-09-2021 08:32,0.0270
21-09-2021 08:37,-0.25
21-09-2021 08:42,0.0900
21-09-2021 08:47,0.0910
21-09-2021 08:52,0.0870
21-09-2021 08:57,0.0950
21-09-2021 09:02,0.0220
21-09-2021 09:07,0.0240
21-09-2021 09:12,0.0330
21-09-2021 09:17,0.0260
21-09-2021 09:22,0.0250
21-09-2021 09:27,0.0250
21-09-2021 09:32,0.0230
21-09-2021 09:37,0.0830
21-09-2021 09:42,0.0910
21-09-2021 09:47,0.0240
21-09-2021 09:52,0.0790
21-09-2021 09:57,0.0860
21-09-2021 10:02,0.0760
21-09-2021 10:07,0.0190
21-09-2021 10:12,0.0250
21-09-2021 10:18,0.0250
21-09-2021 10:23,0.0280
21-09-2021 10:28,0.0860
21-09-2021 10:33,0.0250
21-09-2021 10:38,0.0860
21-09-2021 10:43,0.0860
21-09-2021 10:48,0.0240
21-09-2021 10:53,0.0860
21-09-2021 10:58,0.0860
21-09-2021 11:03,0.104
21-09-2021 11:08,0.0970
21-09-2021 11:13,0.0240
21-09-2021 11:18,0.0250
21-09-2021 11:23,0.0340
21-09-2021 11:28,0.0240
21-09-2021 11:33,0.0200
21-09-2021 11:38,0.0840
21-09-2021 11:43,0.0860
21-09-2021 11:48,0.0240
21-09-2021 11:53,0.0220
21-09-2021 11:58,0.0850
21-09-2021 12:03,0.0840
21-09-2021 12:08,0.0180
21-09-2021 12:13,0.0850
21-09-2021 12:18,0.0170
21-09-2021 12:23,0.0180
21-09-2021 12:28,0.0850
21-09-2021 12:33,0.0790
21-09-2021 12:38,0.0190
21-09-2021 12:43,0.0790
21-09-2021 12:48,0.0860
21-09-2021 12:53,0.0840
21-09-2021 12:58,0.0850
21-09-2021 13:03,0.0850
21-09-2021 13:08,0.0840
21-09-2021 13:13,0.106
21-09-2021 13:18,0.0970
21-09-2021 13:23,0.0880
21-09-2021 13:28,0.0840
21-09-2021 13:33,0.0790
21-09-2021 13:38,0.0850
21-09-2021 13:43,0.0850
21-09-2021 13:48,0.0170
21-09-2021 13:53,0.0190
21-09-2021 13:58,0.0170
21-09-2021 14:03,0.0180
21-09-2021 14:08,0.0780
21-09-2021 14:13,0.0250
21-09-2021 14:18,0.0190
21-09-2021 14:23,0.0840
21-09-2021 14:28,0.0800
21-09-2021 14:33,0.0340
21-09-2021 14:38,0.0900
21-09-2021 14:43,0.0380
21-09-2021 14:48,0.0930
21-09-2021 14:53,0.0890
21-09-2021 14:58,0.0200
21-09-2021 15:04,0.0860
21-09-2021 15:09,0.0170
21-09-2021 15:14,0.0250
21-09-2021 15:19,0.0240
21-09-2021 15:24,0.0840
21-09-2021 15:29,0.111
